coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
positive,yes,ARoss_SB,0,Can't wait to be at #Coachella2015,,2015-01-06 22:19:16 -0800,552711045325012992,California,Atlantic Time (Canada)
positive,yes,MissAnnaBolton,0,"Looking at the #Coachella2015 lineup with longing. Ripper @GlassAnimals @alt_J @FKAtwigs USA, here I come??",,2015-01-06 22:19:16 -0800,552711044758392832,"Sydney, Australia",Hawaii
positive,yes,Littl3stP3nguin,0,"I NEED @jimmykimmel to do another edition of ""Lie Witness News"" at #Coachella2015.  😂",,2015-01-06 22:19:04 -0800,552710993353375744,"Hollidaysburg, PA",Eastern Time (US & Canada)
positive,yes,BWazir1,0,"Amazing #Coachella2015 lineup announced. #JackWhite, #ACDC &amp; #Drake. http://t.co/5qcK6yJ6NK #music #Festivals",,2015-01-06 22:19:01 -0800,552710980472295424,Glasgow/ London/ Doha,Kuwait
positive,yes,nickapleez,0,The #Coachella2015 lineup is probably the most diverse I've ever witnessed. Something for everyone,,2015-01-06 22:18:18 -0800,552710798993133568,"Jackson, MS",Central Time (US & Canada)
positive,yes,_Queenki_,0,😌 I'm going to keep talking about #Coachella2015  idc idc idc ...,,2015-01-06 22:17:59 -0800,552710722229006336,,Eastern Time (US & Canada)
positive,yes,nora_alexandria,0,"Yep, hearts stollen💓 #Coachella2015 http://t.co/JChdtiYyQD",,2015-01-06 22:17:16 -0800,552710541782036480,,
positive,yes,jesskaashley,0,Is it april yet?! 😂 #Coachella2015,"[34.1175312, -118.24318953]",2015-01-06 22:15:11 -0800,552710015656538112,LA,Pacific Time (US & Canada)
positive,yes,YusefAdams,0,Must get my hands on #Coachella2015 tickets!!,,2015-01-06 22:13:26 -0800,552709577284677632,Los Angeles,Pacific Time (US & Canada)
positive,yes,dreeeesmiles,0,This is why I love #spotify #Coachella2015  #weekend1 http://t.co/JTlQJOLFue,,2015-01-06 22:12:48 -0800,552709415053185024,,Pacific Time (US & Canada)
positive,yes,LQuintero_,0,@LILBTHEBASEDGOD &amp; @fucktyler are Gonna Be At #Coachella2015 I'm So There!!!,,2015-01-06 22:10:19 -0800,552708793759305728,West Sacramento,Pacific Time (US & Canada)
positive,yes,earummel,0,Looking at summer 2015 music festivals instead of sleeping #worthit #Coachella2015,,2015-01-06 22:08:50 -0800,552708418575032320,,Central Time (US & Canada)
positive,yes,itsgeorgem,0,Bought #Coachella2015 tickets yoo,,2015-01-06 22:07:25 -0800,552708061438410752,"Los Angeles, California",Pacific Time (US & Canada)
positive,yes,ennnoir,0,But I want to go to #Coachella2015 this yr.......👼,,2015-01-06 22:06:07 -0800,552707734286893056,LA,Quito
positive,yes,HowToRapDrew,0,#Coachella2015 looking solid; might be back round these parts to check it out,,2015-01-06 22:04:11 -0800,552707248825184256,"Los Angeles, CA",
positive,yes,starRio_03,0,How I wish @djafrojack will be playing at Coachella and hiw I wish I could go !! #Coachella2015 #Coachella,,2015-01-06 22:02:32 -0800,552706832746041344,,
positive,yes,MileySourceNet,35,Miley is getting ready for #Coachella2015 Blonde queen 👑💇💅👱 http://t.co/YntSPqTQu0,,2015-01-06 22:01:42 -0800,552706622112669696,Worldwide,Caracas
positive,yes,iCookWithaspoon,0,"If someone would like to give me $500 before 12pm later today, it would be greatly appreciated. I will find my own way there. #Coachella2015",,2015-01-06 21:58:39 -0800,552705856136298496,Friendzone,
positive,yes,maddaychong,1,RT @dana_tatum11: S/O to maddies mom the festival MVP for booking the room and getting our tickets to #Coachella2015 😍😍😍😍 #round2,,2015-01-06 21:54:08 -0800,552704720263843840,califournia,Arizona
positive,yes,Averychillguy,0,Hell yeah the Coachella lineup is out! Now I know what bands I'm not going to see! #Coachella2015,,2015-01-06 21:53:14 -0800,552704493620449280,Seattle WA,Pacific Time (US & Canada)
positive,yes,Nelly_Mtz_13,0,I too want #Coachella2015 tickets 😏💅,,2015-01-06 21:53:13 -0800,552704489090998272,,
positive,yes,RedEyeFlight5,0,#nowplaying @djsnake with visions of little #palmtrees dancing in my head #Coachella2015,,2015-01-06 21:51:41 -0800,552704101167812608,P-Town Cali!,Pacific Time (US & Canada)
positive,yes,DoTxxCoM,0,@AZEALIABANKS about to melt that #Coachella2015 stage along with igloos hype! .. wchu gon' do when she appearsss!! 🔥🔥🔥🔥,,2015-01-06 21:49:02 -0800,552703435582504960,TRIBE OF SHABAZZ,Tokyo
positive,yes,Mschilensita,0,"I'm praying to the music gods that i can go to to #Coachella2015 @AZIAELIABANKS, @theweeknd, @Hozier, @GhostfaceKillah and @Raekwon!",,2015-01-06 21:47:56 -0800,552703158062157824,toronto,Hawaii
positive,yes,Ismael_Brown3,0,The #Coachella2015 line up...a blessing to say the least!,,2015-01-06 21:44:38 -0800,552702326700388352,On a Cloud Above ,Eastern Time (US & Canada)
positive,yes,opinionpony,0,I wish I was going to #Coachella2015 !!!,,2015-01-06 21:41:48 -0800,552701616042684416,"Sydney, Australia",
positive,yes,llcooljeans,1,"RT @jacubruthurferd: ""@llcooljeans: “@jacubruthurferd: @llcooljeans #coachella2015?????” i wish !!"" Let's find sugar daddy's to pay for us …",,2015-01-06 21:40:31 -0800,552701291773050880,toronto,Eastern Time (US & Canada)
positive,yes,bananaesmero,0,if anything it'll be worth it with the homies for sure #Coachella2015,,2015-01-06 21:39:48 -0800,552701113183772672,"San Diego, CA",Hong Kong
positive,yes,SophiaBonnet,0,"3 amazing days in April! See you there again, @Coachella ;-) #Coachella2015 #coachellalineup #Coachella http://t.co/BEXL6OnAoe",,2015-01-06 21:38:14 -0800,552700719883894784,London/Los Angeles/New York,London
positive,yes,itsstephhh_,0,"Tomorrow #Coachella2015 tickets come out, if ya'll know it's worth by the line up then I suggest your on top of it when they release",,2015-01-06 21:37:53 -0800,552700630788096000,Northern Cali,Pacific Time (US & Canada)
positive,yes,beccsBP,0,Tomorrow at noon my life will change for better or worse. #Coachella2015,,2015-01-06 21:34:23 -0800,552699749824856064,University of Pacific ,Pacific Time (US & Canada)
positive,yes,CHELSEAVISION,0,"@jazzyappleseed, can we do #Sasquatch again this year or, dare I say, #Coachella2015? The best music festival is the one I go to with you.",,2015-01-06 21:30:58 -0800,552698889120137216,"Victoria, BC",Pacific Time (US & Canada)
positive,yes,shortyjulesss,0,@Kid_Ink like why aren't you gonna be at @coachella 😩 #Coachella2015,,2015-01-06 21:30:42 -0800,552698823248994304,,Eastern Time (US & Canada)
positive,yes,carabee3,0,I'm going to make it to #Coachella2015 even if I have to solo.,,2015-01-06 21:30:05 -0800,552698667010764800,,
positive,yes,ATXRavers,0,"I might be the only one who noticed Dubfire, Loco Dice, and New World Punx on the #Coachella2015 lineup",,2015-01-06 21:29:01 -0800,552698398910840832,"∆USTIN, TEX∆S ",Eastern Time (US & Canada)
positive,yes,PeterKristan,0,can't wait for #Coachella2015,,2015-01-06 21:26:44 -0800,552697824333135872,,Irkutsk
positive,yes,IvanClow,0,This #Coachella2015 lineup is 2SICK #going #coachellaonfleek http://t.co/DANI1bg1EU,,2015-01-06 21:26:24 -0800,552697740917227520,"Nashville, TN",Central Time (US & Canada)
positive,yes,trishxoo_,0,Bring me to #Coachella2015 so i know its reaaaal,,2015-01-06 21:25:50 -0800,552697597300076544,"Montreal, Canada",Eastern Time (US & Canada)
positive,yes,ThatDude_Omar,0,"Alesso and The Weeknd at coachella should be a good time 😎
#Coachella2015",,2015-01-06 21:23:11 -0800,552696931802042368,,
positive,yes,theglamourai_,0,I really wanna go to #Coachella2015,,2015-01-06 21:22:49 -0800,552696838135230464,IG: theglamourai_,Quito
positive,yes,AshleyKBreen,0,#Coachella2015 sounds amazing. Someone take me.,,2015-01-06 21:22:48 -0800,552696833932132352,"Portland, Oregon",Quito
positive,yes,BlairyDoo,1,RT @Steveelzer: I am crazy excited about the #Coachella2015 lineup. And they announced #BottleRock today too. Also a really strong festival…,,2015-01-06 21:22:32 -0800,552696765321723904,LA LA LAND MACHINE,Mountain Time (US & Canada)
positive,yes,pamquintal,0,DAMN! Florence and the Machine 😍#Coachella2015,,2015-01-06 21:22:24 -0800,552696734720475136,"Mérida, México.",Central Time (US & Canada)
positive,yes,Marie_VAT,3,I definitely need to be at #Coachella2015,,2015-01-06 21:21:15 -0800,552696444948189184,Los Angeles,Alaska
positive,yes,meggooo23,3,RT @GraceAnneNewman: “@Forever21: The lineup is here! #Coachella2015 http://t.co/fvdK9svTd4” 😍😫 someone PLEASE buy my a ticket,,2015-01-06 21:16:55 -0800,552695351883603968,859|606,
positive,yes,DankSensei,0,Has everyone seen the dope Coachella line up for this year?! #dank #toolive #coachella2015 #lde #danksensei,,2015-01-06 21:16:52 -0800,552695341582008320,Dallas✈️✈️✈️OKC,Central Time (US & Canada)
positive,yes,MissLoMarie09,0,Who wants to go to @coachella with me?  #Coachella2015,,2015-01-06 21:16:07 -0800,552695153475870720,LA/CANNES/COACHELLA/INDY/CHI,Eastern Time (US & Canada)
positive,yes,OurFemaleRebel,16,Miley's getting ready for #Coachella2015 Bleach Blonde it is             💇💅👱 http://t.co/k1MvQpRJyL,,2015-01-06 21:14:40 -0800,552694788169142272,Kat & Mary,Central Time (US & Canada)
positive,yes,jocho817,0,Ahhh! #Coachella2015 lineup looks amazing!,,2015-01-06 21:14:13 -0800,552694675081932800,,
positive,yes,jessicapalmerr,3,"RT @brianfbenton: dream #coachella lineup. 

#coachella2015 #drake #drizzy #champagnepapi @coachella @Drake http://t.co/XisLIaxTd2",,2015-01-06 21:11:27 -0800,552693978596786176,"Santa Cruz, CA",Pacific Time (US & Canada)
positive,yes,itgrrrlofsfbay,0,"@NicoleFAlvarez Heeey grrrl!,I know ur ready 2 be getting ur tix 2 #Coachella2015 &amp; I'm enjoying #furiousat9 on @kroq!!!😜🎧🎼🎵🎶🎤🎸","[37.8046269, -122.2738032]",2015-01-06 21:10:16 -0800,552693677949075456,"Oakland,CA",Alaska
positive,yes,Taay_Bangz,3,RT @yammyyam_: Holy shiiiiit 🙌🙌😩 #Coachella2015 http://t.co/Npw4nFsoRX,,2015-01-06 21:07:56 -0800,552693091019554816,,Quito
positive,yes,FrankRealEstate,0,#Coachella2015 is calling my name again #Coachella Damn more Djs this year than last year http://t.co/dXLB0KT5AX,,2015-01-06 21:07:54 -0800,552693085130752000,Arizona/California Real Estate,Arizona
positive,yes,PriinSexXxa,0,“@WebsterHall: SO many of our faves in the #Coachella2015 lineup 😳 Thoughts?? http://t.co/H6DsORx860” uhhhh @_prettymeesh we out?,,2015-01-06 21:04:51 -0800,552692315509501952,New York to Florida,Quito
positive,yes,ljamesmaslowl,2,I can't wait for #Coachella2015,,2015-01-06 21:04:02 -0800,552692112480014336,Los Angeles,
positive,yes,GraceAnneNewman,3,“@Forever21: The lineup is here! #Coachella2015 http://t.co/fvdK9svTd4” 😍😫 someone PLEASE buy my a ticket,,2015-01-06 21:03:09 -0800,552691890902949888,Oklahoma,Central Time (US & Canada)
positive,yes,mannahhantla,0,someone get me #Coachella2015 tickets and i will VR from the military ❤️,,2015-01-06 21:01:29 -0800,552691469379985408,,Arizona
positive,yes,Ana_Cossich,1,RT @JoseeeMendez: The best thing of #Coachella2015 it's #FlorenceAndTheMachine 😍🙌,,2015-01-06 21:00:27 -0800,552691210151006208,,Central Time (US & Canada)
positive,yes,joshuajameshart,0,"Drake doing #Coachella2015 is cool. Not a typical venue you think he would do, I feel that",,2015-01-06 21:00:05 -0800,552691117435920384,"Madison, Wi",Central Time (US & Canada)
positive,yes,jayyynicolee_,0,we thinking bout road trippin to cali for #Coachella2015 ! shit would be so fuckin fun!,,2015-01-06 20:59:41 -0800,552691015229136896,b u c k t ⭕ w n ,Eastern Time (US & Canada)
positive,yes,Milkaaaaaa33,0,I ❤️ bleach / @anderssonjj idk boutchuuuuu but dizzzzzZzz qttttttttt weady fo #coachella2015 by mileycyrus http://t.co/c7RNKJ655E,,2015-01-06 20:57:42 -0800,552690517826617344,,Madrid
positive,yes,Link_13Molly,0,I just wish I could go😩😩😩 #Coachella2015 http://t.co/Mu3N68DkE0,,2015-01-06 20:55:40 -0800,552690007140352000,,
positive,yes,thekevinryder,0,Own it. “@TrendLaunch: Sexy Fringe Flirty Bikini Coachella 2 Piece  - http://t.co/7r6zoOqbTR - #Coachella2015 #Cool http://t.co/hj2CwFr9Iq”,,2015-01-06 20:54:41 -0800,552689757004648448,,Pacific Time (US & Canada)
positive,yes,gracemacarthur,1,RT @brukshaughnessy: #Coachella2015 here we come @gracemacarthur,,2015-01-06 20:52:54 -0800,552689308071899136,,Atlantic Time (Canada)
positive,yes,galleryxlondon,0,Going to #Coachella after the 'festival' because listening to music and lazing in the desert should be free for everyone! #Coachella2015,,2015-01-06 20:51:19 -0800,552688910573522944,LDN UK,
positive,yes,LenaMirandaa,2,RT @ItsCrespin: I can't wait until Coachella! First time going.. IM GOING TO LOSE MY MIND! 🙌🙌🙌🙌🙌 #Coachella2015,,2015-01-06 20:46:57 -0800,552687812177178624,,
positive,yes,SiennaGutierrez,0,@theweeknd makes the lineup look 10x better #Coachella2015,,2015-01-06 20:44:17 -0800,552687142754091008,CA,Pacific Time (US & Canada)
positive,yes,CMMoreland,0,Still waiting for #Coachella2015 to announce its surprise special guest: Huey Lewis &amp; The News.,,2015-01-06 20:43:57 -0800,552687058603368448,"S'angeles, CA",Pacific Time (US & Canada)
positive,yes,KiNg_AV8R,0,#Coachella2015 😍😍😍 whattup California #april http://t.co/wnAqKbfJUz,,2015-01-06 20:43:08 -0800,552686850725654528, ࿊Working Hard,Eastern Time (US & Canada)
positive,yes,soopersized,0,"To all the ppl who say the #Coachella2015 lineup ""isn't that sick"" http://t.co/BlZAHAwI7S",,2015-01-06 20:43:04 -0800,552686833922879488,,Pacific Time (US & Canada)
positive,yes,JoseZ1997,1,Coachella 2015 lineup. I want to go 😔 #Coachella2015 http://t.co/NpksRI8Kns,,2015-01-06 20:42:43 -0800,552686745805148160,F.$.S.❤,
positive,yes,tasha_treadwell,0,Take me to #Coachella2015 so I know it's real 💋 http://t.co/DOYlIrsiNU,"[46.87036517, -92.08274845]",2015-01-06 20:40:34 -0800,552686203917844480,"Duluth, MN",Eastern Time (US & Canada)
positive,yes,enriqu3nator,2,RT @thomasbmanic: Not a huge fan of rock but AC⚡️DC would be wild as fuck live #Coachella2015,,2015-01-06 20:39:10 -0800,552685853000998912,Loc town,
positive,yes,Hey_Arnold1,0,#Coachella2015 I will be there!,,2015-01-06 20:38:22 -0800,552685651125358592,nj,Arizona
positive,yes,EmSpinDizzyFall,0,Steely Dan at #Coachella2015 😳 well I gotta go now.,,2015-01-06 20:37:58 -0800,552685550193233920,Sydney,Hawaii
positive,yes,alvinwong89,0,Coachella lineup is amazing!! Cant wait to be there. #Coachella2015,,2015-01-06 20:37:46 -0800,552685502420107264,"Salt Lake City, UT",Mountain Time (US & Canada)
positive,yes,VanessaNgoga,0,"@fucktyler,@FKAtwigs,@CASHMERECAT,@ToroyMoi,and more make #Coachella2015 lineup http://t.co/12muCsCrkh @Stromae @SimonLeSaint @Drake",,2015-01-06 20:36:35 -0800,552685202972364800,"(Brussels,Belgium)",Athens
positive,yes,thomasbmanic,2,Not a huge fan of rock but AC⚡️DC would be wild as fuck live #Coachella2015,,2015-01-06 20:36:09 -0800,552685093299290112,"Los Angeles, CA",Pacific Time (US & Canada)
positive,yes,xbeaniex,0,@lights is going to be #Coachella2015. i want to go now!,,2015-01-06 20:34:39 -0800,552684718739972096,"Las Vegas, Nevada",Pacific Time (US & Canada)
positive,yes,cjyerack,0,"“@Skirtlin: ""@Forever21: The lineup is here! #Coachella2015 http://t.co/xLoejbYEcy"" please @cjyerack” yes!!! @Skirtlin",,2015-01-06 20:31:04 -0800,552683816838782976,,
positive,yes,Jheneaikolover,2,RT @immadisonp: I'm an like super excited for #Coachella2015 @Drake &amp; @theweeknd my two fav people of all time !,,2015-01-06 20:29:43 -0800,552683474344501248,Jhene Aiko Tour ,
positive,yes,Nuuk53,0,"Ryan Adams and David Guetta both playing Coachella on Sunday.
#Coachella2015  #rockon",,2015-01-06 20:27:54 -0800,552683019383742464,The Shire,
positive,yes,JuniorBrokerBae,0,#Coachella2015 line up is decent,,2015-01-06 20:27:03 -0800,552682805596258304,NYC,Arizona
positive,yes,WunderLogik,0,"Listen to First Principle by Rod Savoyivok #np on #SoundCloud
http://t.co/673Xm1FIxQ #CES2015 #Coachella2015 #Coachella #firstprinciple",,2015-01-06 20:26:33 -0800,552682679733587968,International,Nuku'alofa
positive,yes,maxi_schon,0,#Coachella2015 looks pretty awesome http://t.co/fdggLX2r8x,,2015-01-06 20:26:04 -0800,552682555766349824,Sydney ,Hawaii
positive,yes,okvanne_,0,Gonna see @Chet_Faker at #Coachella2015 fuck yea!!!!!!!!!!!!!!!!!!!!! 😎🎉🍻🎶🌞🌴,,2015-01-06 20:25:33 -0800,552682424832761856,,
positive,yes,immadisonp,2,I'm an like super excited for #Coachella2015 @Drake &amp; @theweeknd my two fav people of all time !,,2015-01-06 20:25:09 -0800,552682326870999040,Sec Acct Rp,Eastern Time (US & Canada)
positive,yes,dack_attack97,0,"somebody, anybody pay for my ticket to coachella 🙌 #Coachella2015 #helpme #California","[35.36453094, -97.4728413]",2015-01-06 20:24:53 -0800,552682256834113536,moore,
positive,yes,Eelementsinc,0,@coachella announces the full line-up for its 2015 edition! It's EPIC!!! #coachella #coachella2015 http://t.co/ROga8mSP7c,,2015-01-06 20:24:35 -0800,552682181433114624,"Pune, India",Mumbai
positive,yes,desiredcitygirl,2,"RT @WordKrush: WK: COACHELLA 2015 ""THE LINE UP"" http://t.co/LaPyG47cN8 via @WordKrush #coachella #coachella2015 #festival #music",,2015-01-06 20:24:18 -0800,552682112248463360,Queens • Florida • Trinidad ,
positive,yes,JoseeeMendez,1,The best thing of #Coachella2015 it's #FlorenceAndTheMachine 😍🙌,,2015-01-06 20:22:08 -0800,552681566871511040,One more shot,Eastern Time (US & Canada)
positive,yes,IamSidneyAlonso,0,Ahhhhh and who do I see on the #coachellalineup Miss @awonderdj See you there pretty lady !!!!! #Coachella2015 #RIGCITY,,2015-01-06 20:19:37 -0800,552680934290366464,Sydney AUSTRALIA,Sydney
positive,yes,DjTwistFan,0,You ain't ready!?! #Coachella2015 #Festival #Indio http://t.co/nmb4tlnaR2,,2015-01-06 20:19:33 -0800,552680914611077120,Los Angeles,Pacific Time (US & Canada)
positive,yes,yowmommacom,0,Miley Cyrus: I ❤️ bleach / @anderssonjj idk boutchuuuuu but dizzzzzZzz qttttttttt weady fo #coachella2015 http://t.co/8JylUjR4mm,,2015-01-06 20:18:26 -0800,552680635546869760,USA,Singapore
positive,yes,goldminr,0,I ❤️ bleach / @anderssonjj idk boutchuuuuu but dizzzzzZzz qttttttttt weady fo #coachella2015 by mileycyrus http://t.co/vZeXoh4Gmv,,2015-01-06 20:18:19 -0800,552680605587357696,NYC,Quito
positive,yes,jennakwilliams,0,"“@MagLSquared: @JWilliams_29 @jennakwilliams you're coming, too. Ryan Adams made the line up. #Coachella2015 #Calibound” 

LETS GO!!!!!!!!!!",,2015-01-06 20:16:49 -0800,552680228972023808,"norman, oklahoma ",Central Time (US & Canada)
positive,yes,MidoriLlewellyn,0,The @Coachella lineup announced today!  Got me all excited!  #Coachella2015 #DanceInTheDesert #takemeback http://t.co/JZpGCg7RQU,,2015-01-06 20:13:06 -0800,552679295412232192,"Seattle, WA",Alaska
positive,yes,Franks_in_It,0,"Fuck you, I'm going to #Coachella2015","[36.70345638, -121.64540384]",2015-01-06 20:10:54 -0800,552678741416357888,,Pacific Time (US & Canada)
positive,yes,euromericaradio,0,I'm actually really happy about the #Coachella2015  lineup... just sad that there's no AZ Coachella..,,2015-01-06 20:10:37 -0800,552678667948945408,,Arizona
positive,yes,neek0geek0,0,"It's only January 6, and I've already spent/about to spend WAY TOO MUCH on music festivals #CRSSD #Coachella2015",,2015-01-06 20:08:49 -0800,552678216951812096,,Pacific Time (US & Canada)
positive,yes,DrewButzke2,0,#Coachella2015 has an amazing lineup and I can't fucking go. Kill me. 😭🔫,,2015-01-06 20:06:20 -0800,552677591250141184,"West Bend, WI",
positive,yes,abbnelson,0,Rt being to broke for Coachella #Coachella2015 going on forever,,2015-01-06 20:05:47 -0800,552677450799255552,,Mountain Time (US & Canada)
positive,yes,audwisse,0,The annual wish-I-could-go-to-'Chella officially begins. #Coachella2015,,2015-01-06 20:05:41 -0800,552677425239175168,,Hong Kong
positive,yes,mahhcus,0,I remember when @Alabama_Shakes used to be in the small type. Congrats. #Coachella2015,,2015-01-06 20:03:36 -0800,552676903975260160,"Los Angeles, Cailfornia",Pacific Time (US & Canada)
positive,yes,_simplydesigned,0,I would love to go to #Coachella2015 🌴🌴,,2015-01-06 20:03:29 -0800,552676875257253888,,Eastern Time (US & Canada)
positive,yes,xLindseyWilde,0,So many music festivals. So little money. #coachella2015 #carolinarebellion #sxsw,"[30.38278129, -95.33028206]",2015-01-06 19:58:35 -0800,552675639161929728,San Marcos / Cut n' Shoot,Quito
positive,yes,9bc5e8cd30a04b7,0,I wish I could go to #Coachella2015  BUT NO MY POOR ASS CANT,,2015-01-06 19:58:27 -0800,552675608019603456,溺死,
positive,yes,KIANMASH,7,See you there #Coachella2015 #lineup#DJNEON http://t.co/3BW61GaSuS,,2015-01-06 19:57:18 -0800,552675315697188864,,Tijuana
positive,yes,TheRealJaeAndre,0,#Coachella2015 OR BUST MY NIGGA! 🔥🔥🔥,,2015-01-06 19:56:40 -0800,552675156381163520,NewYork,Eastern Time (US & Canada)
positive,yes,LisaMichele12,0,I'm on that Coachella budget and diet till April #Coachella2015,,2015-01-06 19:55:56 -0800,552674974981320704,,
positive,yes,shmoses17,0,@StP_BrokenBones would be worth going to #Coachella2015 for.,,2015-01-06 19:55:14 -0800,552674798610837504,,Pacific Time (US & Canada)
positive,yes,BxtchImBankhead,0,#Coachella2015 COMING SOON @VaughnisGr818 Terribly Wavy (F*CKTHAT)(Ft. Lexxy Krook) (Prod. By Lord Rolex) https://t.co/UcXisgoSvF,,2015-01-06 19:55:08 -0800,552674770924216320,GR818,Pacific Time (US & Canada)
positive,yes,JayyBrinley,0,I really want to go to @coachella but its sold out 😟😐😰 #Coachella #Coachella2015,,2015-01-06 19:54:05 -0800,552674505881960448,Instagram: jayybrinley,
positive,yes,noblesskylar,0,"We going to #Coachella2015  also or wha😛
@CRGVentures",,2015-01-06 19:53:19 -0800,552674315536039936,,
positive,yes,CholeMcKenzie,0,The line up at Coachella is fantastic this year! Anyone wanna buy me a ticket? #dyingtogo #Coachella2015 http://t.co/V5Sr7Pi5xf,,2015-01-06 19:48:39 -0800,552673138618953728,909 to the 801. L-Town.,
positive,yes,jena_dobie,0,I would do appalling things to be at that #Coachella2015 #lineup,,2015-01-06 19:48:17 -0800,552673046507429888,Canberra,New Caledonia
positive,yes,tommykrattiger,0,For some awesome reason! Listening to AC⚡️DC at the gym now pumps me up so much more!!! #Coachella2015,,2015-01-06 19:46:23 -0800,552672571724812288,,Pacific Time (US & Canada)
positive,yes,shmalls,0,Coachy coachy coachy coachy coachy 😍🙏🎶 #Coachella2015,,2015-01-06 19:45:32 -0800,552672355063832576,,Rome
positive,yes,MsMaryJanePR,0,@CoachellaFSHN Cannot wait to see what everyone will be rocking Hipster Meets Comfort For Me #Swag #Coachella2015 http://t.co/y7fY9QibH8,,2015-01-06 19:44:37 -0800,552672125484818432,west hollywood ca,
positive,yes,Sean_P_McGraw,0,#ACDC will blow away the all-time temperature record at #Coachella2015  - predicted temp: 125 degrees farenheit on stage.  #FireTheCannons,,2015-01-06 19:44:34 -0800,552672111366787072,"Philadelphia, Pa USA",Eastern Time (US & Canada)
positive,yes,hfrost18,0,Cant express how bad i want to go to Coachella. #Coachella2015 #Coachella,,2015-01-06 19:44:34 -0800,552672110707875840,,Eastern Time (US & Canada)
positive,yes,djclove,0,"""@Raekwon: You see it #Coachella2015""",,2015-01-06 19:43:09 -0800,552671754615681024,"Irving, TX (Memphis, TN)",Eastern Time (US & Canada)
positive,yes,alicarla,0,#Coachella2015... see ya in a few months! (Drake ::minor freak out::) fancyllama5 @rosepangilinan… http://t.co/9GtVxEOnm9,,2015-01-06 19:42:57 -0800,552671707023310848,"New York, NY",Eastern Time (US & Canada)
positive,yes,LMcCaffree,0,Amped for the acts playing #Coachella2015! Wish I could go see AC⚡DC in the flesh,,2015-01-06 19:42:48 -0800,552671669957820416,San Diego ⚡ New York City,Eastern Time (US & Canada)
positive,yes,LuisGonnzalez,0,Can't wait for Daft Punk to make a surprise appearance during Jack White! #Coachella2015,,2015-01-06 19:42:45 -0800,552671655617507328,LA,Pacific Time (US & Canada)
positive,yes,SadieMcGuirePR,0,I kinda love the idea of being able to see Drake and Brand New on the same day #Coachella2015,,2015-01-06 19:38:42 -0800,552670634593878016,Chicago,Central Time (US & Canada)
positive,yes,VoodooDahl,0,AC/DC and Steely Dan at #Coachella2015 ? Looks like the retirement homes needs a road trip. (AC/DC is always fun though) #music,,2015-01-06 19:36:48 -0800,552670159282794496,"Danish guy in Venice Beach, CA",Pacific Time (US & Canada)
positive,yes,A_zehel21,0,So who wants to go to #Coachella2015 with me ?,,2015-01-06 19:36:20 -0800,552670040328503296,,Eastern Time (US & Canada)
positive,yes,Casey_Tetter,0,If someone took me to @coachella I think I would cry and marry them on the spot... #LifeGoals #Coachella2015,,2015-01-06 19:35:04 -0800,552669721250652160,South Carolina,Quito
positive,yes,Judoon_Platoon,0,lol look at how far down the #Coachella2015 line up @KasabianHQ is compared to Glastonbury 2014,,2015-01-06 19:34:26 -0800,552669561393127424,LDN,London
positive,yes,KROCSTEDY,0,Awwww shieeeeeet... I can't wait!!! My first time ever at #Coachella !!! #Coachella2015 http://t.co/B3g7MF1Bio,,2015-01-06 19:33:50 -0800,552669409718697984,"From Long Beach, CA & beyond..",Alaska
positive,yes,deeniece88,0,@aye_andria did you see @Drake is headlining #Coachella2015 this year??? Umm I'll be down there that weekend already Hmmm #birthdayparty,,2015-01-06 19:31:42 -0800,552668873325948928,,
positive,yes,bearalynsustos,0,@donaldglover could you please help out #Coachella2015 and stop by also bring @ErykahBadu and anyone else (frank ocean),,2015-01-06 19:30:32 -0800,552668579745656832,,
positive,yes,rolandtran,0,I want to go to Coachella this year. Someone pop my cherry! #Coachella2015 #Coachella http://t.co/T4g9uvOlUd,,2015-01-06 19:29:06 -0800,552668222013444096,"West Sacramento,CALI",Pacific Time (US & Canada)
positive,yes,GetItGabbbby,0,DEAD AF SOOO MANY GOOD PPL 😭😭😭😍😍😍😍😩😩😩🙌🙌🙌🙌 #Coachella2015 http://t.co/YbPXCsFSBO,,2015-01-06 19:28:42 -0800,552668119815049216,satx,Mountain Time (US & Canada)
positive,yes,MissNikkiBrown,0,"The #Coachella2015 lineup is here, which means festival fashion season is not far behind! http://t.co/bdgOoA43Az http://t.co/vYLD881Bv6","[40.6585304, -73.95061873]",2015-01-06 19:26:35 -0800,552667587189153792,NYC ,Arizona
positive,yes,pnaranjo626,0,See you soon coachella my favorite festival ever! #betterthanedc #coachella #indio #coachella2015… http://t.co/YI3IksnbX3,,2015-01-06 19:22:56 -0800,552666668422680576,LA...A State Of Trance ,Pacific Time (US & Canada)
positive,yes,Taty_Alessandro,0,"and how forget to @Alesso? The song #Heroes and he will be the icing on the cake 🎉 

#Coachella2015 Counting the days ❤",,2015-01-06 19:21:48 -0800,552666384149524480,OVER YOUR HEAD ,Buenos Aires
positive,yes,RobEHolmberg,0,@darkstar6 @RollingStone I was going to shoot off a rainbow when I saw the #Coachella2015 lineup was announced.Then I saw ac/dc was included,,2015-01-06 19:19:40 -0800,552665848314212352,Maple Ridge,Pacific Time (US & Canada)
